year_film,year_award,ceremony,category,win,title
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Sweet and Lowdown
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Analyze This
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,An Ideal Husband
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Notting Hill
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Girl, Interrupted
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Being John Malkovich
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Being John Malkovich
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Sweet and Lowdown
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Anywhere But Here
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Boys Don't Cry
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Magnolia
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Sixth Sense
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Cider House Rules
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Green Mile
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Talented Mr. Ripley
1999,2000,57,Best Director - Motion Picture,TRUE,American Beauty
1999,2000,57,Best Director - Motion Picture,FALSE,The Hurricane
1999,2000,57,Best Director - Motion Picture,FALSE,The End of the Affair
1999,2000,57,Best Director - Motion Picture,FALSE,The Insider
1999,2000,57,Best Director - Motion Picture,FALSE,The Talented Mr. Ripley
1999,2000,57,Best Screenplay - Motion Picture,TRUE,American Beauty
1999,2000,57,Best Screenplay - Motion Picture,FALSE,The Insider
1999,2000,57,Best Screenplay - Motion Picture,FALSE,The Sixth Sense
1999,2000,57,Best Screenplay - Motion Picture,FALSE,Being John Malkovich
1999,2000,57,Best Screenplay - Motion Picture,FALSE,The Cider House Rules
1999,2000,57,Best Motion Picture - Foreign Language,TRUE,Spain, Pedro Almodóvar
1999,2000,57,Best Motion Picture - Foreign Language,FALSE,Germany, François Girard
1999,2000,57,Best Motion Picture - Foreign Language,FALSE,France, Régis Wargnier
1999,2000,57,Best Motion Picture - Foreign Language,FALSE,France, Patrice Leconte
1999,2000,57,Best Motion Picture - Foreign Language,FALSE,Canada, François Girard
1999,2000,57,Best Original Score - Motion Picture,TRUE,The Legend of 1900
1999,2000,57,Best Original Score - Motion Picture,FALSE,Angela's Ashes
1999,2000,57,Best Original Score - Motion Picture,FALSE,Anna and the King
1999,2000,57,Best Original Score - Motion Picture,FALSE,The End of the Affair
1999,2000,57,Best Original Score - Motion Picture,FALSE,Eyes Wide Shut
1999,2000,57,Best Original Score - Motion Picture,FALSE,The Insider
1999,2000,57,Best Original Score - Motion Picture,FALSE,The Straight Story
1999,2000,57,Best Original Score - Motion Picture,FALSE,The Talented Mr. Ripley
1999,2000,57,Best Original Score - Motion Picture,FALSE,American Beauty
1999,2000,57,Best Original Song - Motion Picture,TRUE,Tarzan
1999,2000,57,Best Original Song - Motion Picture,FALSE,Toy Story 2
1999,2000,57,Best Original Song - Motion Picture,FALSE,Austin Powers: The Spy Who Shagged Me
1999,2000,57,Best Original Song - Motion Picture,FALSE,Anna and the King
1999,2000,57,Best Original Song - Motion Picture,FALSE,Magnolia
1999,2000,57,Best Television Series - Drama,TRUE,The Sopranos
1999,2000,57,Best Television Series - Drama,FALSE,ER
1999,2000,57,Best Television Series - Drama,FALSE,Once and Again
1999,2000,57,Best Television Series - Drama,FALSE,The Practice
1999,2000,57,Best Television Series - Drama,FALSE,The West Wing
1999,2000,57,Best Television Series - Musical or Comedy,TRUE,Sex and The City
1999,2000,57,Best Television Series - Musical or Comedy,FALSE,Ally McBeal
1999,2000,57,Best Television Series - Musical or Comedy,FALSE,Dharma & Greg
1999,2000,57,Best Television Series - Musical or Comedy,FALSE,Spin City
1999,2000,57,Best Television Series - Musical or Comedy,FALSE,Will & Grace
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,TRUE,RKO 281
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,FALSE,Dash and Lilly
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,FALSE,Introducing Dorothy Dandridge
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,FALSE,Joan of Arc
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,FALSE,Witness Protection
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,TRUE,Introducing Dorothy Dandridge
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Dash and Lilly
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Forget Me Never
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,The Passion of Ayn Rand
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Joan of Arc
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,TRUE,Inherit the Wind (TV - 1999)
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,RKO 281
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Dash and Lilly
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Witness Protection
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Tuesdays with Morrie
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,TRUE,The Sopranos
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,FALSE,Judging Amy
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,FALSE,ER
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,FALSE,Once and Again
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,FALSE,The Sopranos
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,TRUE,The Sopranos
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,FALSE,Once and Again
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,FALSE,The West Wing
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,FALSE,The Practice
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,FALSE,The West Wing
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,TRUE,Sex and The City
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Dharma & Greg
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Ally McBeal
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Sports Night
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Spin City
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Will & Grace
1999,2000,57,Best Performance by an Actor in a Television Series - Musical or Comedy,TRUE,Spin City
1999,2000,57,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Everybody Loves Raymond
1999,2000,57,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Just Shoot Me!
1999,2000,57,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Dharma & Greg
1999,2000,57,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Will & Grace
1999,2000,57,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,The Sopranos
1999,2000,57,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Sex and The City
1999,2000,57,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,RKO 281
1999,2000,57,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Sex and The City
1999,2000,57,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,The Big Brass Ring
1999,2000,57,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Annie (2000)
1999,2000,57,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Joan of Arc
1999,2000,57,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,The Passion of Ayn Rand
1999,2000,57,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Introducing Dorothy Dandridge
1999,2000,57,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Will & Grace
1999,2000,57,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Sex and The City
1999,2000,57,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Joan of Arc
1999,2000,57,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Just Shoot Me!
1999,2000,57,Cecil B. deMille Award,FALSE,Barbra Streisand
2000,2001,58,Best Motion Picture - Drama,TRUE,Gladiator
2000,2001,58,Best Motion Picture - Drama,FALSE,Billy Elliot
2000,2001,58,Best Motion Picture - Drama,FALSE,Erin Brockovich
2000,2001,58,Best Motion Picture - Drama,FALSE,Sunshine
2000,2001,58,Best Motion Picture - Drama,FALSE,Traffic
2000,2001,58,Best Motion Picture - Drama,FALSE,Wonder Boys
2000,2001,58,Best Motion Picture - Musical or Comedy,TRUE,Almost Famous
2000,2001,58,Best Motion Picture - Musical or Comedy,FALSE,O Brother, Where Art Thou?
2000,2001,58,Best Motion Picture - Musical or Comedy,FALSE,Best in Show
2000,2001,58,Best Motion Picture - Musical or Comedy,FALSE,Chicken Run
2000,2001,58,Best Motion Picture - Musical or Comedy,FALSE,Chocolat
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Erin Brockovich
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,FALSE,You Can Count On Me
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Contender
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Dancer In The Dark
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Requiem For a Dream
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,TRUE,Cast Away
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Before Night Falls
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Gladiator
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Wonder Boys
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Quills
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,TRUE,Nurse Betty
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Chocolat
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Saving Grace
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Miss Congeniality
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Small Time Crooks
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,O Brother, Where Art Thou?
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,What Women Want
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Dr. Seuss' How The Grinch Stole Christmas!
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,High Fidelity
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Meet The Parents
2000,2001,58,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Almost Famous
2000,2001,58,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Chocolat
2000,2001,58,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Almost Famous
2000,2001,58,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Billy Elliot
2000,2001,58,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Traffic
2000,2001,58,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Traffic
2000,2001,58,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Contender
2000,2001,58,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Shadow of the Vampire
2000,2001,58,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Erin Brockovich
